市町村コード,都道府県名及び市町村名,NO,施設・場所名,住所,洪水,崖崩れ、土石流及び地滑り,高潮,地震,津波,大規模な火事,内水氾濫,火山現象,指定避難所との住所同一,緯度,経度,備考
43100,熊本県熊本市,155,山ノ内中央公園,熊本県熊本市東区山ノ内3-1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,32.797129,130.768891,
43100,熊本県熊本市,156,山ノ内小学校,熊本県熊本市東区山ノ内4-1-1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,32.798119,130.771003,
43100,熊本県熊本市,157,健軍文化ホール,熊本県熊本市東区若葉3-5-11,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,32.77519,130.762075,
43100,熊本県熊本市,158,若葉小学校,熊本県熊本市東区若葉4-23-1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,32.772732,130.763405,
43100,熊本県熊本市,159,秋津まちづくりセンター・公民館,熊本県熊本市東区秋津3-15-1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,32.771161,130.773298,
43100,熊本県熊本市,160,秋津三丁目公園,熊本県熊本市東区秋津3-6,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,32.77058829,130.7718776,
43100,熊本県熊本市,161,秋津小学校,熊本県熊本市東区秋津3-9-20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,32.772485,130.771715,
43100,熊本県熊本市,162,熊本総合医療リハビリテーション学院,熊本県熊本市東区小山2-25-35,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,32.829484,130.7909,
43100,熊本県熊本市,163,東稜高校,熊本県熊本市東区小嶺4-5-10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,32.799699,130.778235,
43100,熊本県熊本市,164,沼山津公園,熊本県熊本市東区沼山津2-9,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,32.77573027,130.7775639,
43100,熊本県熊本市,165,光輪保育園,熊本県熊本市東区沼山津4-8-29,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,32.775081,130.785721,
43100,熊本県熊本市,166,ゆめタウンサンピアン,熊本県熊本市東区上南部2-2-2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,32.827523,130.763043,
43100,熊本県熊本市,167,東部中学校,熊本県熊本市東区上南部2-21-1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,32.833972,130.771003,
43100,熊本県熊本市,168,託麻スポーツセンター,熊本県熊本市東区上南部3-22-30,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,32.837301,130.774227,
43100,熊本県熊本市,169,託麻北小学校,熊本県熊本市東区上南部3-34-1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,32.839182,130.77401,
43100,熊本県熊本市,170,西原小学校,熊本県熊本市東区新南部3-4-60,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,32.813052,130.747984,
43100,熊本県熊本市,171,泉ヶ丘小学校,熊本県熊本市東区水源1-7-1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,32.776778,130.753034,
43100,熊本県熊本市,172,家族葬のファミーユ（長嶺西ホール）,熊本県熊本市東区長嶺西1-6-2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,32.810819,130.763225,
43100,熊本県熊本市,173,託麻南小学校,熊本県熊本市東区長嶺東3-2-20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,32.817545,130.776542,
43100,熊本県熊本市,174,託麻南中央公園,熊本県熊本市東区長嶺東4-14,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,32.824587,130.775381,
43100,熊本県熊本市,175,家族葬のファミーユ（長嶺東ホール）,熊本県熊本市東区長嶺東4-15-8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,32.825233,130.775027,
43100,熊本県熊本市,176,託麻まちづくりセンター・公民館,熊本県熊本市東区長嶺東7-11-15,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,32.827905,130.779154,
43100,熊本県熊本市,177,長嶺公園,熊本県熊本市東区長嶺南4-8,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,32.809762,130.77462,
43100,熊本県熊本市,178,長嶺中学校,熊本県熊本市東区長嶺南7-21-40,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,32.81408,130.778442,
43100,熊本県熊本市,179,長嶺小学校,熊本県熊本市東区長嶺南7-22-1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,32.812627,130.779632,
43100,熊本県熊本市,180,東海大学熊本キャンパス,熊本県熊本市東区渡鹿9-1-1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,32.812435,130.745198,
43100,熊本県熊本市,181,第二高校,熊本県熊本市東区東町3-13-1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,32.78197,130.766789,
43100,熊本県熊本市,182,東町小学校,熊本県熊本市東区東町3-3-1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,32.786564,130.767843,
43100,熊本県熊本市,183,東町中学校,熊本県熊本市東区東町4-15-1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,32.781434,130.76483,
43100,熊本県熊本市,184,健軍東小学校,熊本県熊本市東区東町4-15-2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,32.783268,130.764276,
43100,熊本県熊本市,185,秋津西公園,熊本県熊本市東区東野1-14,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,32.7758746,130.7690237,
43100,熊本県熊本市,186,秋津中央公園,熊本県熊本市東区東野2-26,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,32.77599,130.773559,
43100,熊本県熊本市,187,東野中学校,熊本県熊本市東区東野3-6-50,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,32.774973,130.767996,
43100,熊本県熊本市,188,尾ノ上小学校,熊本県熊本市東区尾ノ上2-8-1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,32.793805,130.754073,
43100,熊本県熊本市,189,家族葬のファミーユ（尾ノ上ホール）,熊本県熊本市東区尾ノ上3-1-12,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,32.796033,130.754618,
43100,熊本県熊本市,190,西原中学校,熊本県熊本市東区保田窪4-9-1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,32.809566,130.75577,
43100,熊本県熊本市,191,保田窪公園,熊本県熊本市東区保田窪本町24,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,32.811814,130.74626,
43100,熊本県熊本市,192,天明体育館,熊本県熊本市南区奥古閑町1877,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,32.732474,130.635933,
43100,熊本県熊本市,193,天明まちづくりセンター・公民館,熊本県熊本市南区奥古閑町2035,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,32.732919,130.636721,
43100,熊本県熊本市,194,天明中学校,熊本県熊本市南区奥古閑町2146-1,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,32.734407,130.636153,
43100,熊本県熊本市,195,奥古閑小学校,熊本県熊本市南区奥古閑町4072,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,32.730577,130.62465,
43100,熊本県熊本市,196,飽田まちづくりセンター・公民館,熊本県熊本市南区会富町1333-1,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,32.75444,130.653539,
43100,熊本県熊本市,197,刈草中央公園,熊本県熊本市南区刈草2-1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,32.761745,130.68216,
43100,熊本県熊本市,198,力合小学校,熊本県熊本市南区刈草2-10-1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,32.758665,130.681428,
43100,熊本県熊本市,199,ゆめマート近見,熊本県熊本市南区近見1-3-5,,1.0,,1.0,1.0,1.0,1.0,1.0,,32.76895,130.692038,
43100,熊本県熊本市,200,日吉小学校,熊本県熊本市南区近見1-9-30,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,32.766734,130.689465,
43100,熊本県熊本市,201,日吉東小学校,熊本県熊本市南区近見5-1-1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,32.765077,130.697754,
43100,熊本県熊本市,202,日吉中学校,熊本県熊本市南区近見5-5-1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,32.764194,130.699259,
43100,熊本県熊本市,203,緑川右岸第１号緑地,熊本県熊本市南区元三町4,,1.0,,1.0,1.0,1.0,1.0,1.0,,32.73657896,130.6970144,
43100,熊本県熊本市,204,熊本農業高校,熊本県熊本市南区元三町5-1-1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,32.743748,130.694368,
43100,熊本県熊本市,205,笛田中央公園,熊本県熊本市南区御幸笛田6-6,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,32.758057,130.712454,
43100,熊本県熊本市,206,御幸小学校,熊本県熊本市南区御幸笛田7-16-1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,32.754308,130.716055,
43100,熊本県熊本市,207,木部中央公園,熊本県熊本市南区御幸木部1-3,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,32.749253,130.715102,
43100,熊本県熊本市,208,飽田南小学校,熊本県熊本市南区護藤町999,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,32.75008,130.663054,
43100,熊本県熊本市,209,幸田まちづくりセンター・公民館,熊本県熊本市南区幸田2-4-1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,32.766682,130.712253,
43100,熊本県熊本市,210,力合西小学校,熊本県熊本市南区荒尾1-11-1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,32.763349,130.67152,
43100,熊本県熊本市,211,アクアドームくまもと,熊本県熊本市南区荒尾2-1-1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,32.763295,130.667863,
43100,熊本県熊本市,212,白川飽田緑地,熊本県熊本市南区今町,,1.0,,1.0,,1.0,1.0,1.0,,32.769027,130.659945,
43100,熊本県熊本市,213,飽田東小学校,熊本県熊本市南区砂原町115,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,32.763369,130.662154,
43100,熊本県熊本市,214,田迎出仲間公園,熊本県熊本市南区出仲間3-7-62,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,32.770593,130.711245,
43100,熊本県熊本市,215,家族葬のファミーユ（はませんホール）,熊本県熊本市南区出仲間6-12-7,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,32.772748,130.719586,
43100,熊本県熊本市,216,託麻中学校,熊本県熊本市南区出仲間6-4-1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,32.772271,130.715791,
43100,熊本県熊本市,217,田迎小学校,熊本県熊本市南区出仲間8-3-30,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,32.767956,130.720313,
43100,熊本県熊本市,218,杉上小学校,熊本県熊本市南区城南町永505-1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,32.724549,130.727294,
43100,熊本県熊本市,219,下益城城南中学校,熊本県熊本市南区城南町宮地1020-1,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,32.71029,130.729282,
43100,熊本県熊本市,220,城南老人福祉センター,熊本県熊本市南区城南町宮地1050,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,32.708973,130.728886,
43100,熊本県熊本市,221,隈庄小学校,熊本県熊本市南区城南町隈庄270,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,32.708173,130.726723,
43100,熊本県熊本市,222,高グラウンド,熊本県熊本市南区城南町高476-1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,32.725853,130.713725,
43100,熊本県熊本市,223,城南地域物産館,熊本県熊本市南区城南町坂野65-1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,32.723245,130.73827,
43100,熊本県熊本市,224,豊田小学校,熊本県熊本市南区城南町塚原259,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,32.690114,130.74537,
43100,熊本県熊本市,225,塚原グラウンド,熊本県熊本市南区城南町塚原81-3,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,32.687119,130.746728,
43100,熊本県熊本市,226,城南総合スポーツセンター,熊本県熊本市南区城南町舞原144-1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,32.70785024,130.7481883,
43100,熊本県熊本市,227,火の君文化センター,熊本県熊本市南区城南町舞原394-1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,32.707404,130.740024,
43100,熊本県熊本市,228,川口小学校,熊本県熊本市南区川口町3045,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,32.717522,130.627347,
43100,熊本県熊本市,229,川尻小学校,熊本県熊本市南区川尻4-1-1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,32.739586,130.681744,
43100,熊本県熊本市,230,銭塘小学校,熊本県熊本市南区銭塘町990,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,32.741673,130.645822,
43100,熊本県熊本市,231,飽田中学校,熊本県熊本市南区孫代町72,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,32.760083,130.653522,
43100,熊本県熊本市,232,ゆめタウンはません,熊本県熊本市南区田井島1-2-1,,1.0,,1.0,1.0,1.0,1.0,1.0,,32.772422,130.725511,
43100,熊本県熊本市,233,田迎南小学校,熊本県熊本市南区田井島3-12-1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,32.762991,130.724035,
43100,熊本県熊本市,234,家族葬のファミーユ（島町ホール）,熊本県熊本市南区島町4-15-1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,32.763855,130.678576,
43100,熊本県熊本市,235,力合中学校,熊本県熊本市南区島町5-8-1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,32.76218,130.677426,
43100,熊本県熊本市,236,城南小学校,熊本県熊本市南区南高江4-2-70,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,32.751467,130.691177,
43100,熊本県熊本市,237,南部まちづくりセンター・公民館,熊本県熊本市南区南高江6-7-35,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,32.748239,130.686263,
43100,熊本県熊本市,238,家族葬のファミーユ（くまなんホール）,熊本県熊本市南区馬渡1-1-28,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,32.776826,130.704279,
43100,熊本県熊本市,239,平成中央公園,熊本県熊本市南区馬渡1-8,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,32.776677,130.705513,
43100,熊本県熊本市,240,田迎西小学校,熊本県熊本市南区馬渡2-5-1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,32.774204,130.705439,
43100,熊本県熊本市,241,白藤公園,熊本県熊本市南区白藤2-4,,1.0,,1.0,1.0,1.0,1.0,1.0,,32.748779,130.681405,
43100,熊本県熊本市,242,南部総合スポーツセンター,熊本県熊本市南区白藤5-2-1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,32.755067,130.673652,
43100,熊本県熊本市,243,城南中学校,熊本県熊本市南区八幡8-1-1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,32.7438,130.686871,
43100,熊本県熊本市,244,中緑小学校,熊本県熊本市南区美登里町800,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,32.731069,130.660381,
43100,熊本県熊本市,245,飽田公園運動場,熊本県熊本市南区浜口町126,,1.0,,1.0,,1.0,1.0,1.0,,32.75776,130.651588,
43100,熊本県熊本市,246,アスパル富合（富合公民館）,熊本県熊本市南区富合町清藤400,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,32.716065,130.678073,
43100,熊本県熊本市,247,雁回館,熊本県熊本市南区富合町清藤405-1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,32.715342,130.678187,
43100,熊本県熊本市,248,富合小学校,熊本県熊本市南区富合町清藤472,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,32.714091,130.680967,
43100,熊本県熊本市,249,富合中学校,熊本県熊本市南区富合町平原56,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,32.707161,130.684102,
43100,熊本県熊本市,250,白川平田十禅寺緑地,熊本県熊本市南区平田1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,32.776944,130.691744,
43100,熊本県熊本市,251,飽田西小学校,熊本県熊本市南区並建町1005,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,32.754662,130.633948,
43100,熊本県熊本市,252,緑川右岸第２号緑地,熊本県熊本市南区野田1,,1.0,,1.0,1.0,1.0,1.0,1.0,,32.73136252,130.6889785,
43100,熊本県熊本市,253,御幸中央公園,熊本県熊本市南区流通団地1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,32.766221,130.708976,
43100,熊本県熊本市,254,浜線健康パーク（田迎公園運動施設）,熊本県熊本市南区良町4-8-1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,32.758796,130.728213,
43100,熊本県熊本市,255,西里小学校,熊本県熊本市北区下硯川町1784,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,32.853621,130.702587,
43100,熊本県熊本市,256,北部公園,熊本県熊本市北区下硯川町416-2,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,32.865291,130.704104,
43100,熊本県熊本市,257,弓削小学校,熊本県熊本市北区弓削3-20-1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,32.853093,130.780751,
43100,熊本県熊本市,258,家族葬のファミーユ（光の森ホール）,熊本県熊本市北区弓削5-2-6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,32.852861,130.783735,
43100,熊本県熊本市,259,熊本市食品交流会館,熊本県熊本市北区貢町581-2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,32.848313,130.695971,
43100,熊本県熊本市,260,高平台小学校,熊本県熊本市北区高平1-17-28,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,32.834114,130.713302,
43100,熊本県熊本市,261,ゆめマート清水,熊本県熊本市北区高平2-25-10,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,32.836024,130.718627,
43100,熊本県熊本市,262,家族葬のファミーユ（清水ホール）,熊本県熊本市北区山室4-1-12,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,32.842567,130.717439,
43100,熊本県熊本市,263,北部中学校,熊本県熊本市北区鹿子木町1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,32.867834,130.702977,
43100,熊本県熊本市,264,北部まちづくりセンター・公民館,熊本県熊本市北区鹿子木町66,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,32.869936,130.703005,
43100,熊本県熊本市,265,五霊中学校,熊本県熊本市北区植木町一木163,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,32.905268,130.690622,
43100,熊本県熊本市,266,菱形小学校,熊本県熊本市北区植木町円台寺124,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,32.883109,130.659983,
43100,熊本県熊本市,267,植木地域農産物の駅,熊本県熊本市北区植木町岩野160-1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,32.90804745,130.6932352,
43100,熊本県熊本市,268,植木文化センター,熊本県熊本市北区植木町岩野238-1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,32.903881,130.695545,
43100,熊本県熊本市,269,芝生広場,熊本県熊本市北区植木町岩野269-2,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,32.902724,130.697337,
43100,熊本県熊本市,270,植木中央公園運動施設,熊本県熊本市北区植木町岩野285-35,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,32.902734,130.69985,
43100,熊本県熊本市,271,吉松スポーツ公園,熊本県熊本市北区植木町亀甲464,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,32.934364,130.703236,
43100,熊本県熊本市,272,植木小学校,熊本県熊本市北区植木町広住1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,32.896477,130.693554,
43100,熊本県熊本市,273,植木総合スポーツセンター公園,熊本県熊本市北区植木町山本788-1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,32.919603,130.686642,
43100,熊本県熊本市,274,植木北中学校,熊本県熊本市北区植木町舟島455-1,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,32.944999,130.717646,
43100,熊本県熊本市,275,田底小学校,熊本県熊本市北区植木町正清515,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,32.962701,130.716955,
43100,熊本県熊本市,276,大和地域コミュニティセンター,熊本県熊本市北区植木町大和70-22,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,32.880596,130.672346,
43100,熊本県熊本市,277,鹿南中学校,熊本県熊本市北区植木町滴水1110,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,32.896659,130.674532,
43100,熊本県熊本市,278,桜井小学校,熊本県熊本市北区植木町滴水2255,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,32.888723,130.684282,
43100,熊本県熊本市,279,ホームセンターグッデイ植木店,熊本県熊本市北区植木町鐙田1038,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,32.882741,130.694569,
43100,熊本県熊本市,280,山本小学校,熊本県熊本市北区植木町内1424,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,32.937435,130.681721,
43100,熊本県熊本市,281,田原小学校,熊本県熊本市北区植木町富応1302-5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,32.91052,130.664769,
43100,熊本県熊本市,282,田原スポーツ公園,熊本県熊本市北区植木町富応1595-1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,32.908291,130.662264,
43100,熊本県熊本市,283,吉松小学校,熊本県熊本市北区植木町豊田474,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,32.941058,130.70948,
43100,熊本県熊本市,284,山東小学校,熊本県熊本市北区植木町有泉841,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,32.912771,130.707767,
43100,熊本県熊本市,285,清水まちづくりセンター・公民館,熊本県熊本市北区清水亀井町14-7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,32.841336,130.721639,
43100,熊本県熊本市,286,城北小学校,熊本県熊本市北区清水新地1-4-1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,32.849235,130.730549,
43100,熊本県熊本市,287,清水中学校,熊本県熊本市北区清水新地2-3-1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,32.849718,130.733967,
43100,熊本県熊本市,288,家族葬のファミーユ（麻生田ホール）,熊本県熊本市北区清水新地4-5-48,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,32.850338,130.737155,
43100,熊本県熊本市,289,清水新地公園,熊本県熊本市北区清水新地7-5,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,32.855854,130.747705,
43100,熊本県熊本市,290,坪井川緑地,熊本県熊本市北区清水町外,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,32.822905,130.717805,
43100,熊本県熊本市,291,清水小学校,熊本県熊本市北区清水本町14-58,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,32.83281,130.724312,
43100,熊本県熊本市,292,清水スポーツセンター,熊本県熊本市北区清水万石2-3-73,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,32.829574,130.728767,
43100,熊本県熊本市,293,川上小学校,熊本県熊本市北区西梶尾町480,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,32.870162,130.704649,
43100,熊本県熊本市,294,勤労青少年ホーム,熊本県熊本市北区鶴羽田2-13-10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,32.86190131,130.72459,
43100,熊本県熊本市,295,北部東小学校,熊本県熊本市北区鶴羽田2-7-1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,32.860232,130.72358,
43100,熊本県熊本市,296,熊本北高校,熊本県熊本市北区兎谷3-5-1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,32.841351,130.748286,
43100,熊本県熊本市,297,ＴＫＵぷらざ,熊本県熊本市北区徳王1-8-1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,32.839635,130.709333,
43100,熊本県熊本市,298,楠中学校,熊本県熊本市北区楠3-2-1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,32.848246,130.755617,
43100,熊本県熊本市,299,楠中央公園,熊本県熊本市北区楠3-5,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,32.84786959,130.7566166,
43100,熊本県熊本市,300,楠小学校,熊本県熊本市北区楠5-15-1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,32.851333,130.758427,
43100,熊本県熊本市,301,八景水谷公園,熊本県熊本市北区八景水谷１－７外,,,1.0,1.0,1.0,1.0,1.0,1.0,,32.844985,130.722168,
43100,熊本県熊本市,302,家族葬のファミーユ（武蔵ケ丘ホール）,熊本県熊本市北区武蔵ケ丘1-3-20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,32.85177,130.766357,
43100,熊本県熊本市,303,ゆめマート武蔵ヶ丘,熊本県熊本市北区武蔵ケ丘1-4-5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,32.851387,130.76682,
43100,熊本県熊本市,304,武蔵小学校,熊本県熊本市北区武蔵ケ丘3-15-1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,32.854032,130.767996,
43100,熊本県熊本市,305,武蔵ケ丘中央公園,熊本県熊本市北区武蔵ケ丘4-11,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,32.856207,130.769646,
43100,熊本県熊本市,306,武蔵中学校,熊本県熊本市北区武蔵ケ丘4-19-1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,32.8561,130.772639,
43100,熊本県熊本市,307,麻生田小学校,熊本県熊本市北区麻生田3-9-1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,32.852321,130.744486,
43100,熊本県熊本市,308,今熊公園,熊本県熊本市北区立福寺町91-2,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,32.864902,130.684976,
43100,熊本県熊本市,309,家族葬のファミーユ（龍田ホール）,熊本県熊本市北区龍田1-2-9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,32.82892,130.75447,
43100,熊本県熊本市,310,龍田小学校,熊本県熊本市北区龍田7-7-1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,32.837635,130.760556,
43100,熊本県熊本市,311,龍田中学校,熊本県熊本市北区龍田7-8-1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,32.836342,130.761389,
43100,熊本県熊本市,312,ゆめマート龍田,熊本県熊本市北区龍田8-15-75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,32.844508,130.76041,
43100,熊本県熊本市,313,武蔵塚武道場,熊本県熊本市北区龍田弓削1-1-10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,32.84450051,130.7645015,
